Item #,Model #,Item Name,Description,Product Details,Price (New/Used),Highlights/Features,Average,Pictures,Specifications,Manual / Guides
204476052,2593700,48 in. Wood Handle Square Point Shovel,"This Razor-Back square point shovel is an essential part of any tool assortment. Ideal for lifting and moving heavy loads of rock, soil and other materials. Designed to transport loose material, such as soil, sand and gravel.","Bullet03 : Forward turned-step for secure foot placement,MFG Brand Name : Razor-Back,Bullet02 : North American hardwood handle for strength and durability,Bullet01 : Heavy gauge, tempered-steel blade for maximum strength,Bullet04 : Cushioned grip for comfort and control",22.98 / 22.98,"Product Highlight 2 : Foot step for comfort and control,Product Highlight 3 : Strong hardwood handle with cushion grip,Product Highlight 1 : Heavy gauge tempered steel blade",4.6556,"https://images.homedepot-static.com/productImages/3b64cdb4-c39c-443e-95e9-702786ca265d/svn/razor-back-shovels-2593700-64_1000.jpg,https://images.homedepot-static.com/productImages/29c257aa-f992-4bd1-8d49-871bbda49edc/svn/razor-back-shovels-2593700-e1_1000.jpg,https://images.homedepot-static.com/productImages/fecf0a14-701c-4070-ad9b-a7d038f39997/svn/razor-back-shovels-2593700-40_1000.jpg,https://images.homedepot-static.com/productImages/8e91a011-aa6d-4b39-9ca2-a69e9a2ec569/svn/razor-back-shovels-2593700-a0_1000.jpg,https://images.homedepot-static.com/productImages/79229f92-4740-4b41-b811-7e6e00044a64/svn/razor-back-shovels-2593700-1d_1000.jpg,https://images.homedepot-static.com/productImages/203ae195-def7-4ca5-b22a-addee4ea40ba/svn/razor-back-shovels-2593700-66_1000.jpg,https://images.homedepot-static.com/productImages/8e91a011-aa6d-4b39-9ca2-a69e9a2ec569/svn/razor-back-shovels-2593700-c3_1000.jpg,https://images.homedepot-static.com/productImages/79229f92-4740-4b41-b811-7e6e00044a64/svn/razor-back-shovels-2593700-4f_1000.jpg,https://images.homedepot-static.com/productImages/203ae195-def7-4ca5-b22a-addee4ea40ba/svn/razor-back-shovels-2593700-1f_1000.jpg,https://images.homedepot-static.com/productImages/45bd2933-5436-4d49-9ccf-fc13383c946a/svn/razor-back-shovels-2593700-31_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Handle Material : Wood,Blade Material : Steel,Product Weight (lb.) : 5,Coated Blades : Yes,Product Height (in.) : 59.5,Product Width (in.) : 9.625,Product Depth (in.) : 6.25,Blade Width (in.) : 9.625,Handle Length (in.) : 48,Blade Length (in.) : 11.75 in,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/47/4740c369-4236-4419-8677-d3fd4bbaf847.pdf
204476146,2672100,24.5 in. D-Handle Aluminum Scoop,"The Ames aluminum scoop is ideal for the transport of all materials, loose and bulky. It is durable and lightweight for snow removal. It is well suited for a variety of lawn and garden uses as well as farm and agricultural ones.","Bullet01 : Thick aluminum alloy for maximum strength,Bullet03 : 24.5 in. northern hardwood handle for strength and durability,Bullet04 : Aluminum blade is non-sparking and rust proof,Bullet02 : Large poly D-grip for leverage and control,MFG Brand Name : Ames",34.98 / 34.98,"Product Highlight 2 : Durable hardwood handle with poly D-grip,Product Highlight 3 : Use year round for lawn & garden and farm & agriculture,Product Highlight 1 : Think but lightweight aluminum blade is rust proof",4.2948,"https://images.homedepot-static.com/productImages/7998e8c9-66c1-4080-b18b-f00e482df232/svn/ames-garden-hand-tools-2672100-64_1000.jpg,https://images.homedepot-static.com/productImages/314ecd66-90d2-4e7a-aa5c-f338f0487836/svn/ames-garden-hand-tools-2672100-e1_1000.jpg,https://images.homedepot-static.com/productImages/3230d8ed-3b8b-46d5-b89d-465f219b4050/svn/ames-garden-hand-tools-2672100-40_1000.jpg,https://images.homedepot-static.com/productImages/7c448972-4b53-4231-aa85-70e7dbc1e149/svn/ames-garden-hand-tools-2672100-a0_1000.jpg,https://images.homedepot-static.com/productImages/5865c478-d33e-4706-9595-e69d03ebaa53/svn/ames-garden-hand-tools-2672100-1d_1000.jpg,https://images.homedepot-static.com/productImages/83ca7f72-057a-4e20-a275-0a22322bb8bd/svn/ames-garden-hand-tools-2672100-66_1000.jpg,https://images.homedepot-static.com/productImages/cf372365-fd46-4900-9462-fd6c7a03eb00/svn/ames-garden-hand-tools-2672100-77_1000.jpg,https://images.homedepot-static.com/productImages/7c448972-4b53-4231-aa85-70e7dbc1e149/svn/ames-garden-hand-tools-2672100-c3_1000.jpg,https://images.homedepot-static.com/productImages/5865c478-d33e-4706-9595-e69d03ebaa53/svn/ames-garden-hand-tools-2672100-4f_1000.jpg,https://images.homedepot-static.com/productImages/83ca7f72-057a-4e20-a275-0a22322bb8bd/svn/ames-garden-hand-tools-2672100-1f_1000.jpg,https://images.homedepot-static.com/productImages/cf372365-fd46-4900-9462-fd6c7a03eb00/svn/ames-garden-hand-tools-2672100-44_1000.jpg,https://images.homedepot-static.com/productImages/745cd4c9-be5c-4741-981a-500d7ef097bc/svn/ames-garden-hand-tools-2672100-31_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Wood,Blade Material : Aluminum,Product Weight (lb.) : 3.52,Coated Blades : Yes,Product Depth (in.) : 11.25,Handle Length (in.) : 24.5,Blade Length (in.) : 18.5 in,Product Height (in.) : 45.5,Product Width (in.) : 15,Blade Width (in.) : 15,Manufacturer Warranty : 15 year",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/3b/3b18db23-4e60-4212-9f76-ca648eb13159.pdf
301237556,22011,45 in. Root Slayer Shovel,The Rootslayer Shovel Cuts Tough Roots With Ease. Encased steel shaft and carbon steel blade stands up to the toughest jobs. Backed by Lifetime Warranty.,"Bullet05 : Shaft made of reinforced 13-gauge resin-encased fiberglass and non-latex grips at top,Bullet09 : Lifetime manufacturer guarantee (continental US only),Bullet01 : Patented O-handle features 4-times the gripping surface of conventional tools,Bullet08 : Regularly clean and sharpen blade to maintain quality and performance of blade,Bullet06 : Designed to relieve arm, hand, and wrist stress,Bullet07 : Comfortable and strong enough for every garden task,Bullet03 : Inverted V-shaped cutting tip and specially designed teeth rip through dirt and roots,Bullet04 : Blade made of powder-coated carbon steel,MFG Brand Name : Radius Garden,Bullet02 : Room for both hands and provides extra leverage and reduces hand stress",46.75 / 46.75,"Product Highlight 3 : Carbon steel blade ensures immense impact strength,Product Highlight 2 : Over-molded with poly comfort grip for a secure hold,Product Highlight 1 : Saw-tooth edges facilitate cutting through tough roots",4.697,"https://images.homedepot-static.com/productImages/6402a1d0-7fc8-48ed-948a-f27b54fb7b6e/svn/radius-garden-shovels-22011-64_1000.jpg,https://images.homedepot-static.com/productImages/4257e132-1b17-4676-b8d0-2f8c46448f73/svn/radius-garden-shovels-22011-c3_1000.jpg,https://images.homedepot-static.com/productImages/fc456a18-f4d8-4b13-af11-b49a69b6bb3d/svn/radius-garden-shovels-22011-4f_1000.jpg,https://images.homedepot-static.com/productImages/339376e2-bb47-4456-9aa3-895876eb0ec1/svn/radius-garden-shovels-22011-1f_1000.jpg,https://images.homedepot-static.com/productImages/c92830d7-c5a3-44e5-8304-be2fb2f7d495/svn/radius-garden-shovels-22011-44_1000.jpg,https://images.homedepot-static.com/productImages/33c644b3-c59d-445f-b1dd-859c1c190207/svn/radius-garden-shovels-22011-fa_1000.jpg,https://images.homedepot-static.com/productImages/49fc10d0-cfe0-4688-81cc-6dee3a2ec80b/svn/radius-garden-shovels-22011-76_1000.jpg","Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Steel,D-Grip Handle : No,Product Weight (lb.) : 6 lb,Blade Material : Steel,Coated Blades : Yes,Product Depth (in.) : 3 in,Product Height (in.) : 45 in,Product Width (in.) : 11 in,Handle Length (in.) : 32,Blade Length (in.) : 13 in,Blade Width (in.) : 7,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/59/59e8c391-8d62-4f6e-8988-1e0d995af133.pdf
204476134,2593800,24 in. Wood Handle Garden Spade,This Ames border spade is ideal for creating defined landscape borders. Also can be used for digging and transplanting trees and shrubs. It features North American hardwood handle for strength and durability.,"Bullet03 : Arched blade design cuts sod in straight and curved shapes,Bullet01 : Tempered steel blade for years of service,Bullet04 : D-grip for added comfort and control,Bullet02 : Comfort step for secure foot placement,MFG Brand Name : Ames",25.98 / 25.98,"Product Highlight 1 : Durable tempered steel blade,Product Highlight 2 : Foot step for comfort and control,Product Highlight 3 : Strong hardwood handle with poly D-grip",4.2474,"https://images.homedepot-static.com/productImages/d1174752-f9d9-42b2-8740-19aa65342ec5/svn/ames-shovels-2593800-64_1000.jpg,https://images.homedepot-static.com/productImages/6c70fe40-c82b-404d-866f-2121326d09aa/svn/ames-shovels-2593800-66_1000.jpg,https://images.homedepot-static.com/productImages/7c448972-4b53-4231-aa85-70e7dbc1e149/svn/ames-shovels-2593800-c3_1000.jpg,https://images.homedepot-static.com/productImages/5865c478-d33e-4706-9595-e69d03ebaa53/svn/ames-shovels-2593800-4f_1000.jpg,https://images.homedepot-static.com/productImages/89f98187-6921-4df7-9f50-b9fc1889f7a4/svn/ames-shovels-2593800-1f_1000.jpg,https://images.homedepot-static.com/productImages/1190efee-7e5e-43a6-932a-cf2d9c3b6ac1/svn/ames-shovels-2593800-44_1000.jpg,https://images.homedepot-static.com/productImages/c6e0e5a8-9b29-4756-be2c-48ba2da867bd/svn/ames-shovels-2593800-fa_1000.jpg,https://images.homedepot-static.com/productImages/85434449-b410-4b24-86a7-936d7374562d/svn/ames-shovels-2593800-76_1000.jpg,https://images.homedepot-static.com/productImages/d5f20ec7-6bda-4c56-b31e-b24db77d8c0d/svn/ames-shovels-2593800-31_1000.jpg","Product Weight (lb.) : 3.72,Garden Center Tool Type : Shovel,Returnable : 90-Day,Handle Material : Wood,D-Grip Handle : Yes,Blade Material : Steel,Coated Blades : Yes,Handle Length (in.) : 24,Product Height (in.) : 43,Blade Width (in.) : 8.25,Product Width (in.) : 8.25,Product Depth (in.) : 2.75,Blade Length (in.) : 12.25 in,Manufacturer Warranty : 15 year","Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/47/4740c369-4236-4419-8677-d3fd4bbaf847.pdf,Project Ideas : https://images.homedepot-static.com/catalog/pdfImages/68/68322da5-2c13-472b-a937-d87918095cd1.pdf"
205469815,1613400,20 in. Aluminum Combo Blade Snow Shovel,This True Temper Aluminum Combo Blade Snow Shovel is the first of its kind. The patented blade design offers the capacity of a scoop and the functionality of a pusher. The blade is reinforced with a steel wear which also helps to extend the life of the blade. The ergonomic handle is designed to reduce back fatigue and is equipped with an oversized D-grip enabling you to wear gloves while you shovel.,"Bullet02 : Ergonomic aluminum handle reduces bending,Bullet01 : Blade shape is ideal for shoveling and pushing snow,MFG Brand Name : True Temper,Bullet04 : Steel wear strip for extended blade life,Bullet03 : Oversized poly D-grip for gloved hands",34.99 / 34.99,"Product Highlight 3 : Ergonomic handle with poly D-grip reduces back fatigue,Product Highlight 2 : 20 in. wide blade pushes and shovels snow,Product Highlight 1 : 1st of its kind deep aluminum snow shovel blade",4.0885,"https://images.homedepot-static.com/productImages/21f1b428-af6a-4236-ad05-589ce22790f0/svn/true-temper-snow-shovels-ice-scrapers-1613400-64_1000.jpg,https://images.homedepot-static.com/productImages/7f775c5f-15eb-4aed-9432-a1fba0bb89e5/svn/true-temper-snow-shovels-ice-scrapers-1613400-e1_1000.jpg,https://images.homedepot-static.com/productImages/a021a4e4-64b1-4408-b8ab-0f7c3fcc6304/svn/true-temper-snow-shovels-ice-scrapers-1613400-40_1000.jpg,https://images.homedepot-static.com/productImages/9b098509-ab89-4121-a5c2-e1ca752f169b/svn/true-temper-snow-shovels-ice-scrapers-1613400-a0_1000.jpg,https://images.homedepot-static.com/productImages/9b098509-ab89-4121-a5c2-e1ca752f169b/svn/true-temper-snow-shovels-ice-scrapers-1613400-c3_1000.jpg,https://images.homedepot-static.com/productImages/1b85a0f4-3746-42f6-941d-8220a95a5cb8/svn/true-temper-snow-shovels-ice-scrapers-1613400-31_1000.jpg","Handle Material : Aluminum,Returnable : 90-Day,Coated Blades : No,Blade Material : Aluminum,Product Weight (lb.) : 5.5,Garden Center Tool Type : Snow Shovel,Product Width (in.) : 20.1,Blade Width (in.) : 20,Product Height (in.) : 53.3,Product Depth (in.) : 6.78,Handle Length (in.) : 38,Blade Length (in.) : 15,Manufacturer Warranty : None",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/47/4740c369-4236-4419-8677-d3fd4bbaf847.pdf
206099848,47035,44 in. Fiberglass Handle Clean-Out Shovel,This Razor-Back fiberglass 5 in. trenching shovel has a unique blade design that is best for trench clean out. The 5 in. V-shaped blade is designed for digging a narrow trench. The fiberglass handle has ultimate core strength and durability for years of use.,"Bullet03 : 44 in. fiberglass handles for durability,MFG Brand Name : Razor-Back,Bullet02 : Forward turned step for secure foot placement,Bullet01 : 5 in. V-shaped steel blade,Bullet04 : Cushion end grip",29.98 / 29.98,"Product Highlight 1 : Narrow 5 inch wide heavy gauge steel blade,Product Highlight 2 : Forward turned step for comfort and control,Product Highlight 3 : Strong thick wall fiberglass handle",4.0829,"https://images.homedepot-static.com/productImages/035b4144-94cf-4a2d-8013-fa12e85dc20d/svn/razor-back-shovels-47035-64_1000.jpg,https://images.homedepot-static.com/productImages/10bd733a-df11-4ee3-9979-d2e36ad9fe5c/svn/razor-back-shovels-47035-e1_1000.jpg,https://images.homedepot-static.com/productImages/8e91a011-aa6d-4b39-9ca2-a69e9a2ec569/svn/razor-back-shovels-47035-c3_1000.jpg,https://images.homedepot-static.com/productImages/7db36782-25b5-49f5-a6cd-60d5202147e1/svn/razor-back-shovels-47035-31_1000.jpg","Handle Material : Fiberglass,Garden Center Tool Type : Shovel,Returnable : 90-Day,D-Grip Handle : No,Product Weight (lb.) : 4.59,Blade Material : Steel,Coated Blades : Yes,Product Height (in.) : 57.33,Blade Width (in.) : 5,Product Depth (in.) : 5.88,Handle Length (in.) : 44,Product Width (in.) : 5,Blade Length (in.) : 11,Manufacturer Warranty : Lifetime",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/c4/c4197e80-af05-4c28-9922-adc57e85696b.pdf
202943651,193055510,17 ft. Telescoping Roof Rake,"The True Temper Telescoping Roof Rake is the most innovative roof rake in years. The push-button, telescoping design make it sleek and collapsible for easy storage. This snow roof rake can help prevent structural and water damage to your house that can result from heavy snow left on your house's roof. It's designed for strength and durability with lightweight aluminum and temperature resistant plastics. The telescoping handle enables a very long reach and it's easier and safer to use than climbing up on your roof with a snow shovel.","MFG Brand Name : True Temper,Bullet01 : Ships unassembled,Bullet02 : Aluminum handle extends to 17 ft.,Bullet04 : 24 in. W poly blade,Bullet03 : Non-slip handle treatment and end grip for control",52.3 / 52.3,"Product Highlight 2 : Non-slip handle extends to 17 ft., collapses for easy storage,Product Highlight 3 : Use from the ground, no ladder needed,Product Highlight 1 : 24 in. poly blade clears roof of dangerous snow build-up",4.5227,"https://images.homedepot-static.com/productImages/69970b57-3910-4002-957c-1065cd094f77/svn/true-temper-snow-shovels-ice-scrapers-193055510-64_1000.jpg,https://images.homedepot-static.com/productImages/8ee7c6d5-5789-4e7c-9753-a059d8788067/svn/true-temper-snow-shovels-ice-scrapers-193055510-e1_1000.jpg,https://images.homedepot-static.com/productImages/bf977b7f-b47b-49c2-807f-dd0c9eb94e64/svn/true-temper-snow-shovels-ice-scrapers-193055510-40_1000.jpg,https://images.homedepot-static.com/productImages/f714d2b3-b7f2-4609-a8ae-77e7d72221de/svn/true-temper-snow-shovels-ice-scrapers-193055510-a0_1000.jpg,https://images.homedepot-static.com/productImages/9b098509-ab89-4121-a5c2-e1ca752f169b/svn/true-temper-snow-shovels-ice-scrapers-193055510-1d_1000.jpg,https://images.homedepot-static.com/productImages/ca5a80d1-7c43-4216-923d-7ac06ceaeed0/svn/true-temper-snow-shovels-ice-scrapers-193055510-66_1000.jpg,https://images.homedepot-static.com/productImages/9b098509-ab89-4121-a5c2-e1ca752f169b/svn/true-temper-snow-shovels-ice-scrapers-193055510-c3_1000.jpg,https://images.homedepot-static.com/productImages/ca5a80d1-7c43-4216-923d-7ac06ceaeed0/svn/true-temper-snow-shovels-ice-scrapers-193055510-4f_1000.jpg","Handle Material : Aluminum,Garden Center Tool Type : Roof Rake,Returnable : 90-Day,Product Weight (lb.) : 4.88,Head Material : Poly,Product Depth (in.) : 6.5,Rake Width (in.) : 24,Head Height (in.) : 6,Handle Length (in.) : 86,Product Height (in.) : 86,Product Width (in.) : 24,Manufacturer Warranty : None",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/9c/9c1625e1-c575-4266-a261-ceed2aef778b.pdf
303212097,1663600,36 in. Industrial Grade Snow Pusher with Versa Grip,"Rely on the strength of the True Temper 36 in. Industrial Grade Snow Pusher to help you remove snow and slush quickly throughout the winter season. The plow shape of the blade helps you push away snow and slush from wide areas and is made from UHMW Nylon, a material that is long-lasting and wear resistant to withstand the demands of heavy snow removal. It is also safe on all outdoor surfaces which enables you to clear your driveway, sidewalk, deck and patio surfaces with 1-tool. As you remove snow, gain more leverage with the Versa Grip, an ergonomically designed grip that accommodates multiple hand positions for pushing, scooping and unloading piles of snow. In addition to the Versa Grip, your hands are also secured with the anti-slip grip provided by the TPE resin-covered steel handle.","Bullet07 : Product purchased online will require assembly,MFG Brand Name : True Temper,Bullet05 : Versa grip accommodates multiple hand positions for pushing, scooping and unloading piles of snow,Bullet06 : Strong steel handle covered with TPE resin provides an anti-slip grip,Bullet01 : 36 in. W UHMW nylon blade,Bullet04 : Ideal for medium to heavy snow and slush accumulations,Bullet03 : Plow-shaped blade for pushing snow and slush,Bullet02 : UHMW nylon is long-lasting, wear resistant and non-stick",79.34 / 79.34,"Product Highlight 1 : Nonstick nylon blade for fast snow removal,Product Highlight 2 : Offers protection against wear,Product Highlight 3 : Anti-slip handle for easy pushing or scooping",4.8519,"https://images.homedepot-static.com/productImages/2529c7e0-6ab6-42ee-969a-aef192519355/svn/true-temper-snow-shovels-ice-scrapers-1663600-64_1000.jpg,https://images.homedepot-static.com/productImages/034dd6b7-3166-4924-ba7b-d805ae2914a4/svn/true-temper-snow-shovels-ice-scrapers-1663600-c3_1000.jpg,https://images.homedepot-static.com/productImages/bf4ea3e5-9f5d-42e9-9672-eff2d3fcea9c/svn/true-temper-snow-shovels-ice-scrapers-1663600-4f_1000.jpg,https://images.homedepot-static.com/productImages/cd9a3e63-9bfa-4621-a606-e7e564d33576/svn/true-temper-snow-shovels-ice-scrapers-1663600-1f_1000.jpg","Returnable : 90-Day,Handle Material : Steel,Blade Material : Plastic,Coated Blades : No,Garden Center Tool Type : Snow Shovel,Product Weight (lb.) : 5 lb,Blade Width (in.) : 36,Product Depth (in.) : 5 in,Handle Length (in.) : 48,Product Width (in.) : 36 in,Blade Length (in.) : 8.5 in,Product Height (in.) : 56.5 in,Manufacturer Warranty : None",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/35/35a361bb-d73e-4948-b964-0b0eff2608ae.pdf
205680983,EPSS24,24 in. Sleigh Shovel,"For heavy snowfalls, no tool is faster or easier to use than a Garant Sleigh Shovel. The deep blade moves large quantities of snow in only a few passes. It's the ideal tool for large areas of snow removal.","Bullet02 : Steel wear strip extends blade life,MFG Brand Name : Garant,Bullet04 : Easy on your back,Bullet01 : 24 in. wide large capacity blade,Bullet03 : Ergonomic handle",58.97 / 58.97,"Product Highlight 1 : Clears large quantities of snow fast and easy,Product Highlight 3 : Ergonomic handle reduces back fatigue,Product Highlight 2 : Large, high capacity poly blade with steel wear strip",4.7508,"https://images.homedepot-static.com/productImages/77909c28-3477-4e7e-8139-2a18637548bc/svn/garant-snow-shovels-ice-scrapers-epss24-64_1000.jpg,https://images.homedepot-static.com/productImages/51268ad4-dc4c-4112-80d9-a8f71181def7/svn/garant-snow-shovels-ice-scrapers-epss24-e1_1000.jpg,https://images.homedepot-static.com/productImages/8f41f2f3-c474-4c7c-8de4-0961d1daaa38/svn/garant-snow-shovels-ice-scrapers-epss24-40_1000.jpg,https://images.homedepot-static.com/productImages/cb0792c8-1b9d-4cb3-9da3-e28e9ac92de5/svn/garant-snow-shovels-ice-scrapers-epss24-a0_1000.jpg,https://images.homedepot-static.com/productImages/9b098509-ab89-4121-a5c2-e1ca752f169b/svn/garant-snow-shovels-ice-scrapers-epss24-1d_1000.jpg,https://images.homedepot-static.com/productImages/9b098509-ab89-4121-a5c2-e1ca752f169b/svn/garant-snow-shovels-ice-scrapers-epss24-c3_1000.jpg","Handle Material : Aluminum,Returnable : 90-Day,Blade Material : Plastic,Coated Blades : No,Product Weight (lb.) : 11.6,Garden Center Tool Type : Snow Shovel,Blade Length (in.) : 30.5,Product Height (in.) : 14.5,Blade Width (in.) : 24,Product Depth (in.) : 73.5,Handle Length (in.) : 40,Product Width (in.) : 24,Manufacturer Warranty : None",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/47/4740c369-4236-4419-8677-d3fd4bbaf847.pdf
206402774,RJ204M,Roofer Joe 21 ft. Twist-N-Lock Telescoping Shovel Roof Rake,"Defend your home against winter cleanup with Roofer Joe. This handy, easy-to-use roof rake is affordable and can save you money on costly repairs. Roofer Joe is lightweight and weighs only 4.8 lbs. so that you can remove snow, wet leaves and other debris from your roof while you stand safely on the solid ground. It has an oversized poly-blade rake head that measures 6 in. wide and 25 in. long for maximum clearing power. The Twist-N-Lock Telescoping Shovel Roof Rake boasts an innovative twist-n-lock telescoping pole that quickly and easily adjusts from 6.2 ft. to a whopping 21 ft. for even greater overhead reach.","MFG Brand Name : Snow Joe,Bullet04 : Oversized poly blade rake head measures 6 in. x 25 in. for maximum clearing,Bullet02 : Twist-n-lock telescoping pole quickly adjusts to 21 ft. for extended reach,Bullet03 : Ultra lightweight construction (only 4.8 lbs.) for easy handling,Bullet01 : Ideal for removing snow, wet leaves and debris from roofs without climbing",36.04 / 36.04,"Product Highlight 3 : 4.8 lb. lightweight construction,Product Highlight 1 : Handle extends up to 21 ft. for easy roof access,Product Highlight 2 : Ideal for snow, leaves and other common debris",3.8717,"https://images.homedepot-static.com/productImages/ef8170f1-5881-4c6e-8ea4-2318ed029c72/svn/snow-joe-snow-shovels-ice-scrapers-rj204m-64_1000.jpg,https://images.homedepot-static.com/productImages/c35c506b-a51b-4c31-9393-af08a031a6c3/svn/snow-joe-snow-shovels-ice-scrapers-rj204m-c3_1000.jpg,https://images.homedepot-static.com/productImages/35584917-6107-4d98-a6a5-5fdbacbc52ea/svn/snow-joe-snow-shovels-ice-scrapers-rj204m-4f_1000.jpg,https://images.homedepot-static.com/productImages/edbe5490-acb7-4d96-90db-2e5443bf441e/svn/snow-joe-snow-shovels-ice-scrapers-rj204m-1f_1000.jpg,https://images.homedepot-static.com/productImages/af49b0b1-3186-45be-97dc-f599d65e3076/svn/snow-joe-snow-shovels-ice-scrapers-rj204m-44_1000.jpg","Handle Material : Aluminum,Garden Center Tool Type : Roof Rake,Returnable : 90-Day,Head Material : Poly,Product Weight (lb.) : 4.8,Product Height (in.) : 72,Rake Width (in.) : 25,Head Height (in.) : 252,Product Depth (in.) : 252,Handle Length (in.) : 252,Product Width (in.) : 24.8,Manufacturer Warranty : Satisfaction Guaranteed",Instructions / Assembly : https://images.homedepot-static.com/catalog/pdfImages/2c/2c95a50b-8f4f-4e1b-b5e8-98d0fb34573c.pdf
